_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,sentence,tones
{},False,{},621,2023-12-17 09:30:55,False,,,DenseRatingRemnantTrial,330,330,True,330,14,10,feature_rating,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""desperate""]}",True,False,,0.0,,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""desperate""], ""answer"": {""desperate"": ""2""}}",True,792.0,,,50.247,2490.0,2540.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am most grateful for your help in this matter.,"[""desperate""]"
{},False,{},622,2023-12-17 09:30:55,False,,,DenseRatingRemnantTrial,1244,1244,True,1244,8,8,feature_rating,"{""sentence"": ""I would never do that!"", ""tones"": [""nostalgic""]}",True,False,,0.0,,"{""sentence"": ""I would never do that!"", ""tones"": [""nostalgic""], ""answer"": {""nostalgic"": ""1""}}",True,750.0,,,3.994,2740.0,2790.0,50.0,0,default,DenseRatingRemnantTrial,Info,I would never do that!,"[""nostalgic""]"
{},False,{},623,2023-12-17 09:30:56,False,,,DenseRatingRemnantTrial,109,109,True,109,12,11,feature_rating,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""1""}}",True,755.0,,,7.704,1790.0,1840.0,50.0,0,default,DenseRatingRemnantTrial,Info,Do you really expect me to believe that?,"[""joyful""]"
{},False,{},624,2023-12-17 09:30:56,False,,,DenseRatingRemnantTrial,1017,1017,True,1017,10,12,feature_rating,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""reflective""]}",True,False,,0.0,,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""reflective""], ""answer"": {""reflective"": ""5""}}",True,770.0,,,10.353,940.0,990.0,50.0,0,default,DenseRatingRemnantTrial,Info,"What`s the story behind this antique, it seems quite intriguing?","[""reflective""]"
{},False,{},625,2023-12-17 09:30:57,False,,,DenseRatingRemnantTrial,1207,1207,True,1207,16,14,feature_rating,"{""sentence"": ""It was just another day."", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""It was just another day."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""2""}}",True,754.0,,,5.167,1190.0,1240.0,50.0,0,default,DenseRatingRemnantTrial,Info,It was just another day.,"[""uncertain""]"
{},False,{},626,2023-12-17 09:30:59,False,,,DenseRatingRemnantTrial,1897,1897,True,1897,4,6,feature_rating,"{""sentence"": ""I am very sad about the news."", ""tones"": [""excited""]}",True,False,,0.0,,"{""sentence"": ""I am very sad about the news."", ""tones"": [""excited""], ""answer"": {""excited"": ""1""}}",True,756.0,,,5.68,2490.0,2540.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am very sad about the news.,"[""excited""]"
{},False,{},627,2023-12-17 09:31:00,False,,,DenseRatingRemnantTrial,1685,1685,True,1685,11,9,feature_rating,"{""sentence"": ""I am so lost on how to solve this math equation."", ""tones"": [""anxious""]}",True,False,,0.0,,"{""sentence"": ""I am so lost on how to solve this math equation."", ""tones"": [""anxious""], ""answer"": {""anxious"": ""4""}}",True,758.0,,,5.354,3690.0,3740.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am so lost on how to solve this math equation.,"[""anxious""]"
{},False,{},628,2023-12-17 09:31:01,False,,,DenseRatingRemnantTrial,1692,1692,True,1692,8,8,feature_rating,"{""sentence"": ""Thank goodness that is over; I thought it would never end!"", ""tones"": [""sad""]}",True,False,,0.0,,"{""sentence"": ""Thank goodness that is over; I thought it would never end!"", ""tones"": [""sad""], ""answer"": {""sad"": ""1""}}",True,757.0,,,4.199,2790.0,2840.0,50.0,0,default,DenseRatingRemnantTrial,Info,Thank goodness that is over; I thought it would never end!,"[""sad""]"
{},False,{},629,2023-12-17 09:31:01,False,,,DenseRatingRemnantTrial,1206,1206,True,1206,15,15,feature_rating,"{""sentence"": ""It was just another day."", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""It was just another day."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""3""}}",True,769.0,,,15.538,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,It was just another day.,"[""uncertain""]"
{},False,{},630,2023-12-17 09:31:02,False,,,DenseRatingRemnantTrial,1389,1389,True,1389,3,3,feature_rating,"{""sentence"": ""Oh wow, I am absolutely thrilled about our upcoming road trip!"", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""Oh wow, I am absolutely thrilled about our upcoming road trip!"", ""tones"": [""resigned""], ""answer"": {""resigned"": ""1""}}",True,761.0,,,7.395,3390.0,3440.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh wow, I am absolutely thrilled about our upcoming road trip!","[""resigned""]"
{},False,{},631,2023-12-17 09:31:02,False,,,DenseRatingRemnantTrial,100,100,True,100,13,13,feature_rating,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""curious""]}",True,False,,0.0,,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""curious""], ""answer"": {""curious"": ""2""}}",True,760.0,,,5.773,1890.0,1940.0,50.0,0,default,DenseRatingRemnantTrial,Info,Do you really expect me to believe that?,"[""curious""]"
{},False,{},632,2023-12-17 09:31:03,False,,,DenseRatingRemnantTrial,582,582,True,582,16,14,feature_rating,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""proud""]}",True,False,,0.0,,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""proud""], ""answer"": {""proud"": ""2""}}",True,759.0,,,4.849,1240.0,1290.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Guess what, I just won the lottery, I can`t believe it!","[""proud""]"
{},False,{},633,2023-12-17 09:31:06,False,,,DenseRatingRemnantTrial,1804,1804,True,1804,12,11,feature_rating,"{""sentence"": ""Why can`t you just listen for once and stop being so stubborn?"", ""tones"": [""nostalgic""]}",True,False,,0.0,,"{""sentence"": ""Why can`t you just listen for once and stop being so stubborn?"", ""tones"": [""nostalgic""], ""answer"": {""nostalgic"": ""1""}}",True,763.0,,,6.936,1840.0,1890.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why can`t you just listen for once and stop being so stubborn?,"[""nostalgic""]"
{},False,{},634,2023-12-17 09:31:07,False,,,DenseRatingRemnantTrial,1665,1665,True,1665,4,6,feature_rating,"{""sentence"": ""I am so lost on how to solve this math equation."", ""tones"": [""admiring""]}",True,False,,0.0,,"{""sentence"": ""I am so lost on how to solve this math equation."", ""tones"": [""admiring""], ""answer"": {""admiring"": ""1""}}",True,762.0,,,3.409,2540.0,2590.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am so lost on how to solve this math equation.,"[""admiring""]"
{},False,{},635,2023-12-17 09:31:08,False,,,DenseRatingRemnantTrial,1001,1001,True,1001,8,8,feature_rating,"{""sentence"": ""Oh my goodness, I just can`t wait for the concert tonight!"", ""tones"": [""annoyed""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I just can`t wait for the concert tonight!"", ""tones"": [""annoyed""], ""answer"": {""annoyed"": ""1""}}",True,767.0,,,9.516,2840.0,2890.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I just can`t wait for the concert tonight!","[""annoyed""]"
{},False,{},636,2023-12-17 09:31:09,False,,,DenseRatingRemnantTrial,1923,1923,True,1923,11,9,feature_rating,"{""sentence"": ""I really worried about my brother."", ""tones"": [""relieved""]}",True,False,,0.0,,"{""sentence"": ""I really worried about my brother."", ""tones"": [""relieved""], ""answer"": {""relieved"": ""1""}}",True,764.0,,,4.155,3740.0,3790.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really worried about my brother.,"[""relieved""]"
{},False,{},637,2023-12-17 09:31:10,False,,,DenseRatingRemnantTrial,1489,1489,True,1489,16,14,feature_rating,"{""sentence"": ""Thankfully, I received the package just in time."", ""tones"": [""happy""]}",True,False,,0.0,,"{""sentence"": ""Thankfully, I received the package just in time."", ""tones"": [""happy""], ""answer"": {""happy"": ""4""}}",True,765.0,,,6.355,1290.0,1340.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Thankfully, I received the package just in time.","[""happy""]"
{},False,{},638,2023-12-17 09:31:10,False,,,DenseRatingRemnantTrial,781,781,True,781,13,13,feature_rating,"{""sentence"": ""What`s that strange object you`re holding in your hand?"", ""tones"": [""worried""]}",True,False,,0.0,,"{""sentence"": ""What`s that strange object you`re holding in your hand?"", ""tones"": [""worried""], ""answer"": {""worried"": ""3""}}",True,766.0,,,6.655,1940.0,1990.0,50.0,0,default,DenseRatingRemnantTrial,Info,What`s that strange object you`re holding in your hand?,"[""worried""]"
{},False,{},639,2023-12-17 09:31:12,False,,,DenseRatingRemnantTrial,261,261,True,261,3,3,feature_rating,"{""sentence"": ""Your smile is the most beautiful thing I`ve ever seen."", ""tones"": [""reflective""]}",True,False,,0.0,,"{""sentence"": ""Your smile is the most beautiful thing I`ve ever seen."", ""tones"": [""reflective""], ""answer"": {""reflective"": ""3""}}",True,773.0,,,9.29,3440.0,3490.0,50.0,0,default,DenseRatingRemnantTrial,Info,Your smile is the most beautiful thing I`ve ever seen.,"[""reflective""]"
{},False,{},640,2023-12-17 09:31:12,False,,,DenseRatingRemnantTrial,1007,1007,True,1007,4,6,feature_rating,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""angry""], ""answer"": {""angry"": ""1""}}",True,768.0,,,4.754,2590.0,2640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"What`s the story behind this antique, it seems quite intriguing?","[""angry""]"
{},False,{},641,2023-12-17 09:31:14,False,,,DenseRatingRemnantTrial,226,226,True,226,12,11,feature_rating,"{""sentence"": ""I really couldn`t be bothered to get out of bed this morning."", ""tones"": [""defensive""]}",True,False,,0.0,,"{""sentence"": ""I really couldn`t be bothered to get out of bed this morning."", ""tones"": [""defensive""], ""answer"": {""defensive"": ""4""}}",True,774.0,,,9.639,1890.0,1940.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really couldn`t be bothered to get out of bed this morning.,"[""defensive""]"
{},False,{},642,2023-12-17 09:31:15,False,,,DenseRatingRemnantTrial,479,479,True,479,11,9,feature_rating,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""sad""]}",True,False,,0.0,,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""sad""], ""answer"": {""sad"": ""1""}}",True,771.0,,,5.674,3790.0,3840.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really appreciate all the hard work you`ve put into this project.,"[""sad""]"
{},False,{},643,2023-12-17 09:31:17,False,,,DenseRatingRemnantTrial,71,71,True,71,16,14,feature_rating,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""appreciative""]}",True,False,,0.0,,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""appreciative""], ""answer"": {""appreciative"": ""1""}}",True,772.0,,,4.061,1340.0,1390.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why are you so hostile to me?,"[""appreciative""]"
{},False,{},644,2023-12-17 09:31:18,False,,,DenseRatingRemnantTrial,569,569,True,569,13,13,feature_rating,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""resigned""], ""answer"": {""resigned"": ""1""}}",True,778.0,,,11.374,1990.0,2040.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Guess what, I just won the lottery, I can`t believe it!","[""resigned""]"
{},False,{},645,2023-12-17 09:31:19,False,,,DenseRatingRemnantTrial,1900,1900,True,1900,8,8,feature_rating,"{""sentence"": ""I am very sad about the news."", ""tones"": [""disappointed""]}",True,False,,0.0,,"{""sentence"": ""I am very sad about the news."", ""tones"": [""disappointed""], ""answer"": {""disappointed"": ""4""}}",True,777.0,,,7.499,2890.0,2940.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am very sad about the news.,"[""disappointed""]"
{},False,{},646,2023-12-17 09:31:19,False,,,DenseRatingRemnantTrial,1374,1374,True,1374,4,6,feature_rating,"{""sentence"": ""Wow, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Wow, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",True,775.0,,,5.742,2640.0,2690.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Wow, I can`t believe we`re actually going to Disneyland tomorrow!","[""joyful""]"
{},False,{},647,2023-12-17 09:31:20,False,,,DenseRatingRemnantTrial,972,972,True,972,15,15,feature_rating,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""disappointed""]}",True,False,,0.0,,"{""sentence"": ""Well, I do not agree at all."", ""tones"": [""disappointed""], ""answer"": {""disappointed"": ""4""}}",True,779.0,,,7.787,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Well, I do not agree at all.","[""disappointed""]"
{},False,{},648,2023-12-17 09:31:21,False,,,DenseRatingRemnantTrial,529,529,True,529,10,12,feature_rating,"{""sentence"": ""I love you more than words can express, my dear."", ""tones"": [""confused""]}",True,False,,0.0,,"{""sentence"": ""I love you more than words can express, my dear."", ""tones"": [""confused""], ""answer"": {""confused"": ""1""}}",True,784.0,,,10.012,990.0,1040.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I love you more than words can express, my dear.","[""confused""]"
{},False,{},649,2023-12-17 09:31:22,False,,,DenseRatingRemnantTrial,1342,1342,True,1342,11,9,feature_rating,"{""sentence"": ""Katie wanted to finish the meal."", ""tones"": [""confused""]}",True,False,,0.0,,"{""sentence"": ""Katie wanted to finish the meal."", ""tones"": [""confused""], ""answer"": {""confused"": ""1""}}",True,776.0,,,3.667,3840.0,3890.0,50.0,0,default,DenseRatingRemnantTrial,Info,Katie wanted to finish the meal.,"[""confused""]"
{},False,{},650,2023-12-17 09:31:23,False,,,DenseRatingRemnantTrial,576,576,True,576,16,14,feature_rating,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""descriptive""]}",True,False,,0.0,,"{""sentence"": ""Guess what, I just won the lottery, I can`t believe it!"", ""tones"": [""descriptive""], ""answer"": {""descriptive"": ""4""}}",True,785.0,,,11.943,1390.0,1440.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Guess what, I just won the lottery, I can`t believe it!","[""descriptive""]"
{},False,{},651,2023-12-17 09:31:24,False,,,DenseRatingRemnantTrial,466,466,True,466,3,3,feature_rating,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so excited!"", ""tones"": [""indignant""]}",True,False,,0.0,,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so excited!"", ""tones"": [""indignant""], ""answer"": {""indignant"": ""1""}}",True,780.0,,,7.419,3490.0,3540.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t believe we`re going to Disneyland tomorrow, I`m so excited!","[""indignant""]"
{},False,{},652,2023-12-17 09:31:26,False,,,DenseRatingRemnantTrial,442,442,True,442,12,11,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""nostalgic""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""nostalgic""], ""answer"": {""nostalgic"": ""1""}}",True,783.0,,,8.349,1940.0,1990.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!","[""nostalgic""]"
,False,{},653,2023-12-17 09:31:28,False,,,DenseRatingRemnantTrial,1738,1738,True,1738,11,9,feature_rating,"{""sentence"": ""Please, I really need your help, I don`t know what else to do!"", ""tones"": [""concerned""]}",True,True,,0.0,455.0,"{""sentence"": ""Please, I really need your help, I don`t know what else to do!"", ""tones"": [""concerned""], ""answer"": {""concerned"": ""5""}}",False,781.0,0.0,1.0,5.579,3890.0,3940.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I really need your help, I don`t know what else to do!","[""concerned""]"
{},False,{},654,2023-12-17 09:31:28,False,,,DenseRatingRemnantTrial,934,934,True,934,4,6,feature_rating,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""skeptical""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait to see the movie with you later!"", ""tones"": [""skeptical""], ""answer"": {""skeptical"": ""2""}}",True,787.0,,,7.022,2690.0,2740.0,50.0,0,default,DenseRatingRemnantTrial,Info,I can`t wait to see the movie with you later!,"[""skeptical""]"
{},False,{},655,2023-12-17 09:31:29,False,,,DenseRatingRemnantTrial,383,383,True,383,8,8,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""indignant""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""indignant""], ""answer"": {""indignant"": ""1""}}",True,782.0,,,5.207,2940.0,2990.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we are going to Disneyland tomorrow!","[""indignant""]"
{},False,{},656,2023-12-17 09:31:31,False,,,DenseRatingRemnantTrial,768,768,True,768,13,13,feature_rating,"{""sentence"": ""We need to evacuate the building immediately, there`s a fire!"", ""tones"": [""sympathetic""]}",True,False,,0.0,,"{""sentence"": ""We need to evacuate the building immediately, there`s a fire!"", ""tones"": [""sympathetic""], ""answer"": {""sympathetic"": ""2""}}",True,786.0,,,5.781,2040.0,2090.0,50.0,0,default,DenseRatingRemnantTrial,Info,"We need to evacuate the building immediately, there`s a fire!","[""sympathetic""]"
{},False,{},657,2023-12-17 09:31:31,False,,,DenseRatingRemnantTrial,852,852,True,852,15,15,feature_rating,"{""sentence"": ""We need to leave right now, the house is on fire!"", ""tones"": [""curious""]}",True,False,,0.0,,"{""sentence"": ""We need to leave right now, the house is on fire!"", ""tones"": [""curious""], ""answer"": {""curious"": ""4""}}",True,795.0,,,16.751,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"We need to leave right now, the house is on fire!","[""curious""]"
{},False,{},658,2023-12-17 09:31:34,False,,,DenseRatingRemnantTrial,1742,1742,True,1742,3,3,feature_rating,"{""sentence"": ""Please, I really need your help, I don`t know what else to do!"", ""tones"": [""nostalgic""]}",True,False,,0.0,,"{""sentence"": ""Please, I really need your help, I don`t know what else to do!"", ""tones"": [""nostalgic""], ""answer"": {""nostalgic"": ""1""}}",True,789.0,,,8.448,3540.0,3590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I really need your help, I don`t know what else to do!","[""nostalgic""]"
{},False,{},659,2023-12-17 09:31:36,False,,,DenseRatingRemnantTrial,728,728,True,728,12,11,feature_rating,"{""sentence"": ""I cannot believe I did so well in my exams."", ""tones"": [""happy""]}",True,False,,0.0,,"{""sentence"": ""I cannot believe I did so well in my exams."", ""tones"": [""happy""], ""answer"": {""happy"": ""4""}}",True,793.0,,,8.879,1990.0,2040.0,50.0,0,default,DenseRatingRemnantTrial,Info,I cannot believe I did so well in my exams.,"[""happy""]"
{},False,{},660,2023-12-17 09:31:36,False,,,DenseRatingRemnantTrial,438,438,True,438,8,8,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""descriptive""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""descriptive""], ""answer"": {""descriptive"": ""2""}}",True,791.0,,,7.017,2990.0,3040.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!","[""descriptive""]"
{},False,{},661,2023-12-17 09:31:36,False,,,DenseRatingRemnantTrial,743,743,True,743,10,12,feature_rating,"{""sentence"": ""I cannot believe I did so well in my exams."", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""I cannot believe I did so well in my exams."", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",True,796.0,,,7.698,1040.0,1090.0,50.0,0,default,DenseRatingRemnantTrial,Info,I cannot believe I did so well in my exams.,"[""joyful""]"
{},False,{},662,2023-12-17 09:31:37,False,,,DenseRatingRemnantTrial,811,811,True,811,16,14,feature_rating,"{""sentence"": ""I can`t wait to see the concert tonight, it`s going to be amazing!"", ""tones"": [""thankful""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait to see the concert tonight, it`s going to be amazing!"", ""tones"": [""thankful""], ""answer"": {""thankful"": ""3""}}",True,788.0,,,3.875,1440.0,1490.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t wait to see the concert tonight, it`s going to be amazing!","[""thankful""]"
{},False,{},663,2023-12-17 09:31:38,False,,,DenseRatingRemnantTrial,1545,1545,True,1545,13,13,feature_rating,"{""sentence"": ""Is he really coming over then?"", ""tones"": [""reflective""]}",True,False,,0.0,,"{""sentence"": ""Is he really coming over then?"", ""tones"": [""reflective""], ""answer"": {""reflective"": ""2""}}",True,790.0,,,4.869,2090.0,2140.0,50.0,0,default,DenseRatingRemnantTrial,Info,Is he really coming over then?,"[""reflective""]"
{},False,{},664,2023-12-17 09:31:39,False,,,DenseRatingRemnantTrial,1426,1426,True,1426,4,6,feature_rating,"{""sentence"": ""I`ve missed you so much, my darling."", ""tones"": [""annoyed""]}",True,False,,0.0,,"{""sentence"": ""I`ve missed you so much, my darling."", ""tones"": [""annoyed""], ""answer"": {""annoyed"": ""1""}}",True,806.0,,,27.213,2740.0,2790.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I`ve missed you so much, my darling.","[""annoyed""]"
{},False,{},665,2023-12-17 09:31:43,False,,,DenseRatingRemnantTrial,1861,1861,True,1861,16,14,feature_rating,"{""sentence"": ""I really welcomed your help at work today!"", ""tones"": [""anxious""]}",True,False,,0.0,,"{""sentence"": ""I really welcomed your help at work today!"", ""tones"": [""anxious""], ""answer"": {""anxious"": ""1""}}",True,794.0,,,5.388,1490.0,1540.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really welcomed your help at work today!,"[""anxious""]"
{},False,{},666,2023-12-17 09:31:44,False,,,DenseRatingRemnantTrial,371,371,True,371,3,3,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""descriptive""]}",True,False,,0.0,,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""descriptive""], ""answer"": {""descriptive"": ""2""}}",True,800.0,,,11.081,3590.0,3640.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""descriptive""]"
{},False,{},667,2023-12-17 09:31:45,False,,,DenseRatingRemnantTrial,1100,1100,True,1100,13,13,feature_rating,"{""sentence"": ""This hike is turning out to be challenging."", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""This hike is turning out to be challenging."", ""tones"": [""resigned""], ""answer"": {""resigned"": ""4""}}",True,797.0,,,5.128,2140.0,2190.0,50.0,0,default,DenseRatingRemnantTrial,Info,This hike is turning out to be challenging.,"[""resigned""]"
{},False,{},668,2023-12-17 09:31:45,False,,,DenseRatingRemnantTrial,34,34,True,34,8,8,feature_rating,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""defensive""]}",True,False,,0.0,,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""defensive""], ""answer"": {""defensive"": ""2""}}",True,807.0,,,21.298,3040.0,3090.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""defensive""]"
{},False,{},669,2023-12-17 09:31:46,False,,,DenseRatingRemnantTrial,1371,1371,True,1371,14,10,feature_rating,"{""sentence"": ""Wow, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""pleased""]}",True,False,,0.0,,"{""sentence"": ""Wow, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""pleased""], ""answer"": {""pleased"": ""4""}}",True,801.0,,,10.824,2540.0,2590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Wow, I can`t believe we`re actually going to Disneyland tomorrow!","[""pleased""]"
{},False,{},670,2023-12-17 09:31:47,False,,,DenseRatingRemnantTrial,358,358,True,358,12,11,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""resigned""], ""answer"": {""resigned"": ""4""}}",True,802.0,,,12.764,2040.0,2090.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""resigned""]"
{},False,{},671,2023-12-17 09:31:50,False,,,DenseRatingRemnantTrial,1504,1504,True,1504,16,14,feature_rating,"{""sentence"": ""I wondered if her intentions were in the right place."", ""tones"": [""relieved""]}",True,False,,0.0,,"{""sentence"": ""I wondered if her intentions were in the right place."", ""tones"": [""relieved""], ""answer"": {""relieved"": ""1""}}",True,798.0,,,5.885,1540.0,1590.0,50.0,0,default,DenseRatingRemnantTrial,Info,I wondered if her intentions were in the right place.,"[""relieved""]"
{},False,{},672,2023-12-17 09:31:50,False,,,DenseRatingRemnantTrial,131,131,True,131,15,15,feature_rating,"{""sentence"": ""The more I tried to explain the situation the more I struggled to find the right words."", ""tones"": [""frustrated""]}",True,False,,0.0,,"{""sentence"": ""The more I tried to explain the situation the more I struggled to find the right words."", ""tones"": [""frustrated""], ""answer"": {""frustrated"": ""5""}}",True,804.0,,,12.84,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,The more I tried to explain the situation the more I struggled to find the right words.,"[""frustrated""]"
{},False,{},673,2023-12-17 09:31:51,False,,,DenseRatingRemnantTrial,1434,1434,True,1434,10,12,feature_rating,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""relieved""]}",True,False,,0.0,,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""relieved""], ""answer"": {""relieved"": ""5""}}",True,808.0,,,12.119,1090.0,1140.0,50.0,0,default,DenseRatingRemnantTrial,Info,I was so thankful for your help.,"[""relieved""]"
{},False,{},674,2023-12-17 09:31:52,False,,,DenseRatingRemnantTrial,437,437,True,437,13,13,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""angry""], ""answer"": {""angry"": ""1""}}",True,799.0,,,4.884,2190.0,2240.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!","[""angry""]"
{},False,{},675,2023-12-17 09:31:57,False,,,DenseRatingRemnantTrial,432,432,True,432,16,14,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""affectionate""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!"", ""tones"": [""affectionate""], ""answer"": {""affectionate"": ""1""}}",True,803.0,,,5.976,1590.0,1640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we`re going to Disneyland tomorrow!","[""affectionate""]"
