awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,network_id,participant_id,trial_maker_id,module_id,_on_create_called,_on_deploy_called,ready_for_trials,key,degree,child_id,parent_id,seed,definition,context,participant_group,block,propagate_failure,n_viable_trials,class,object_type
False,{},774,2023-07-31 08:39:59,False,,,SRENode,4,,SRE_chain,SRE_chain,True,True,True,,8,,671.0,"{""previous_sample"": {""obtained_response"": ""I am so grateful for your help."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am so grateful for your help."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,0,SRENode,Node
False,{},775,2023-07-31 08:39:59,False,,,SRENode,4,,SRE_chain,SRE_chain,True,True,True,,8,827.0,671.0,"{""previous_sample"": {""obtained_response"": ""I am so grateful for your help."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am so grateful for your help."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},776,2023-07-31 08:40:01,False,,,SRENode,56,,SRE_chain,SRE_chain,True,True,True,,10,819.0,715.0,"{""previous_sample"": {""obtained_response"": ""amazed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""amazed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},777,2023-07-31 08:40:04,False,,,SRENode,12,,SRE_chain,SRE_chain,True,True,True,,9,821.0,540.0,"{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},778,2023-07-31 08:40:08,False,,,SRENode,66,,SRE_chain,SRE_chain,True,True,True,,8,876.0,639.0,"{""previous_sample"": {""obtained_response"": ""afraid"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""afraid"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},779,2023-07-31 08:40:10,False,,,SRENode,2,,SREPractice,SREPractice,True,True,True,,25,790.0,752.0,"{""previous_sample"": {""obtained_response"": ""I was happy to receive lots of cards for my birthday."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I was happy to receive lots of cards for my birthday."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},780,2023-07-31 08:40:12,False,,,SRENode,72,,SRE_chain,SRE_chain,True,True,True,,5,813.0,710.0,"{""previous_sample"": {""obtained_response"": ""I`m really worried about you, Amy."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I`m really worried about you, Amy."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},781,2023-07-31 08:40:17,False,,,SRENode,58,,SRE_chain,SRE_chain,True,True,True,,9,817.0,739.0,"{""previous_sample"": {""obtained_response"": ""What do you think you`re doing!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""What do you think you`re doing!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},782,2023-07-31 08:40:19,False,,,SRENode,62,,SRE_chain,SRE_chain,True,True,True,,8,854.0,677.0,"{""previous_sample"": {""obtained_response"": ""proud"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""proud"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},783,2023-07-31 08:40:21,False,,,SRENode,33,,SRE_chain,SRE_chain,True,True,True,,9,926.0,643.0,"{""previous_sample"": {""obtained_response"": ""anxious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""anxious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},784,2023-07-31 08:40:23,False,,,SRENode,87,,SRE_chain,SRE_chain,True,True,True,,9,928.0,662.0,"{""previous_sample"": {""obtained_response"": ""She sat on the sofa watching her favorite film."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""She sat on the sofa watching her favorite film."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},785,2023-07-31 08:40:25,False,,,SRENode,48,,SRE_chain,SRE_chain,True,True,True,,6,872.0,699.0,"{""previous_sample"": {""obtained_response"": ""observed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""observed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},786,2023-07-31 08:40:26,False,,,SRENode,11,,SRE_chain,SRE_chain,True,True,True,,7,806.0,700.0,"{""previous_sample"": {""obtained_response"": ""amazed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""amazed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},787,2023-07-31 08:40:30,False,,,SRENode,37,,SRE_chain,SRE_chain,True,True,True,,4,855.0,669.0,"{""previous_sample"": {""obtained_response"": ""I really believe we can achieve this."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I really believe we can achieve this."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},788,2023-07-31 08:40:31,False,,,SRENode,77,,SRE_chain,SRE_chain,True,True,True,,4,880.0,708.0,"{""previous_sample"": {""obtained_response"": ""pleased"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""pleased"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},789,2023-07-31 08:40:33,False,,,SRENode,88,,SRE_chain,SRE_chain,True,True,True,,6,845.0,676.0,"{""previous_sample"": {""obtained_response"": ""excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},790,2023-07-31 08:40:33,False,,,SRENode,2,,SREPractice,SREPractice,True,True,True,,26,811.0,779.0,"{""previous_sample"": {""obtained_response"": ""grateful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""grateful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},791,2023-07-31 08:40:34,False,,,SRENode,76,,SRE_chain,SRE_chain,True,True,True,,5,1172.0,667.0,"{""previous_sample"": {""obtained_response"": ""The proud parents beamed as their child received the award."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""The proud parents beamed as their child received the award."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},792,2023-07-31 08:40:35,False,,,SRENode,63,,SRE_chain,SRE_chain,True,True,True,,9,834.0,675.0,"{""previous_sample"": {""obtained_response"": ""Put that chair down now."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Put that chair down now."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},793,2023-07-31 08:40:38,False,,,SRENode,92,,SRE_chain,SRE_chain,True,True,True,,11,878.0,768.0,"{""previous_sample"": {""obtained_response"": ""They were so happy it was finally over."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""They were so happy it was finally over."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},794,2023-07-31 08:40:44,False,,,SRENode,82,,SRE_chain,SRE_chain,True,True,True,,6,830.0,765.0,"{""previous_sample"": {""obtained_response"": ""fearful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""fearful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},795,2023-07-31 08:40:45,False,,,SRENode,44,,SRE_chain,SRE_chain,True,True,True,,6,864.0,709.0,"{""previous_sample"": {""obtained_response"": ""I really appreciate your donation."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I really appreciate your donation."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},796,2023-07-31 08:40:51,False,,,SRENode,20,,SRE_chain,SRE_chain,True,True,True,,6,1024.0,757.0,"{""previous_sample"": {""obtained_response"": ""He was so happy to hear from you."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""He was so happy to hear from you."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},797,2023-07-31 08:40:51,False,,,SRENode,53,,SRE_chain,SRE_chain,True,True,True,,13,1094.0,756.0,"{""previous_sample"": {""obtained_response"": ""The car has broken down, but I have everything under control."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""The car has broken down, but I have everything under control."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},798,2023-07-31 08:40:56,False,,,SRENode,31,,SRE_chain,SRE_chain,True,True,True,,11,943.0,737.0,"{""previous_sample"": {""obtained_response"": ""expectant"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""expectant"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},799,2023-07-31 08:41:00,False,,,SRENode,83,,SRE_chain,SRE_chain,True,True,True,,5,888.0,617.0,"{""previous_sample"": {""obtained_response"": ""I just feel so helpless, like nothing I do is right and everything just seems to be going wrong."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I just feel so helpless, like nothing I do is right and everything just seems to be going wrong."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},800,2023-07-31 08:41:00,False,,,SRENode,55,,SRE_chain,SRE_chain,True,True,True,,8,873.0,623.0,"{""previous_sample"": {""obtained_response"": ""professional"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""professional"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},801,2023-07-31 08:41:02,False,,,SRENode,68,,SRE_chain,SRE_chain,True,True,True,,10,895.0,726.0,"{""previous_sample"": {""obtained_response"": ""joyful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""joyful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},802,2023-07-31 08:41:04,False,,,SRENode,45,,SRE_chain,SRE_chain,True,True,True,,6,867.0,745.0,"{""previous_sample"": {""obtained_response"": ""Lisa was over the moon to see her brother for the first time in over a year!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Lisa was over the moon to see her brother for the first time in over a year!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},803,2023-07-31 08:41:04,False,,,SRENode,7,,SRE_chain,SRE_chain,True,True,True,,6,824.0,664.0,"{""previous_sample"": {""obtained_response"": ""Well done, you have done brilliantly."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Well done, you have done brilliantly."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},804,2023-07-31 08:41:07,False,,,SRENode,78,,SRE_chain,SRE_chain,True,True,True,,7,852.0,625.0,"{""previous_sample"": {""obtained_response"": ""I am worried about our friend over there I hope he is ok and not upset."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am worried about our friend over there I hope he is ok and not upset."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},805,2023-07-31 08:41:08,False,,,SRENode,41,,SRE_chain,SRE_chain,True,True,True,,7,840.0,736.0,"{""previous_sample"": {""obtained_response"": ""expectant"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""expectant"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},806,2023-07-31 08:41:09,False,,,SRENode,11,,SRE_chain,SRE_chain,True,True,True,,8,1029.0,786.0,"{""previous_sample"": {""obtained_response"": ""They watched the show in absolute awe!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""They watched the show in absolute awe!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},807,2023-07-31 08:41:10,False,,,SRENode,84,,SRE_chain,SRE_chain,True,True,True,,8,892.0,732.0,"{""previous_sample"": {""obtained_response"": ""formal"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""formal"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},808,2023-07-31 08:41:10,False,,,SRENode,25,,SRE_chain,SRE_chain,True,True,True,,6,820.0,763.0,"{""previous_sample"": {""obtained_response"": ""I am fearful of the consequences."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am fearful of the consequences."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},809,2023-07-31 08:41:12,False,,,SRENode,81,,SRE_chain,SRE_chain,True,True,True,,11,823.0,666.0,"{""previous_sample"": {""obtained_response"": ""I wonder if I`ll be watching a film tonight."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I wonder if I`ll be watching a film tonight."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},810,2023-07-31 08:41:14,False,,,SRENode,21,,SRE_chain,SRE_chain,True,True,True,,5,865.0,630.0,"{""previous_sample"": {""obtained_response"": ""scared"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""scared"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},811,2023-07-31 08:41:14,False,,,SRENode,2,,SREPractice,SREPractice,True,True,True,,27,844.0,790.0,"{""previous_sample"": {""obtained_response"": ""I would like to say a big thank you for your help today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I would like to say a big thank you for your help today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},812,2023-07-31 08:41:16,False,,,SRENode,40,,SRE_chain,SRE_chain,True,True,True,,10,833.0,749.0,"{""previous_sample"": {""obtained_response"": ""I am going to get the wall painted today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am going to get the wall painted today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},813,2023-07-31 08:41:21,False,,,SRENode,72,,SRE_chain,SRE_chain,True,True,True,,6,1249.0,780.0,"{""previous_sample"": {""obtained_response"": ""concerned"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""concerned"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},814,2023-07-31 08:41:22,False,,,SRENode,28,,SRE_chain,SRE_chain,True,True,True,,8,932.0,744.0,"{""previous_sample"": {""obtained_response"": ""I`ve just had enough with it."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I`ve just had enough with it."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},815,2023-07-31 08:41:24,False,,,SRENode,13,,SRE_chain,SRE_chain,True,True,True,,7,912.0,707.0,"{""previous_sample"": {""obtained_response"": ""disrespectful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""disrespectful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},816,2023-07-31 08:41:27,False,,,SRENode,64,,SRE_chain,SRE_chain,True,True,True,,9,828.0,767.0,"{""previous_sample"": {""obtained_response"": ""I`m so sad I can`t go to the concert."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I`m so sad I can`t go to the concert."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},817,2023-07-31 08:41:29,False,,,SRENode,58,,SRE_chain,SRE_chain,True,True,True,,10,910.0,781.0,"{""previous_sample"": {""obtained_response"": ""stunned"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""stunned"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},818,2023-07-31 08:41:31,False,,,SRENode,73,,SRE_chain,SRE_chain,True,True,True,,11,836.0,770.0,"{""previous_sample"": {""obtained_response"": ""The shouting could be heard from the next building over."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""The shouting could be heard from the next building over."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},819,2023-07-31 08:41:32,False,,,SRENode,56,,SRE_chain,SRE_chain,True,True,True,,11,850.0,776.0,"{""previous_sample"": {""obtained_response"": ""The children gazed in astonishment at the lion in the zoo."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""The children gazed in astonishment at the lion in the zoo."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},820,2023-07-31 08:41:33,False,,,SRENode,25,,SRE_chain,SRE_chain,True,True,True,,7,884.0,808.0,"{""previous_sample"": {""obtained_response"": ""scared"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""scared"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},821,2023-07-31 08:41:34,False,,,SRENode,12,,SRE_chain,SRE_chain,True,True,True,,10,933.0,777.0,"{""previous_sample"": {""obtained_response"": ""Wow, I wasn`t aware of that."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Wow, I wasn`t aware of that."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},822,2023-07-31 08:41:35,False,,,SRENode,18,,SRE_chain,SRE_chain,True,True,True,,6,870.0,682.0,"{""previous_sample"": {""obtained_response"": ""I remember when I was young enjoying ice-cream so much."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I remember when I was young enjoying ice-cream so much."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},823,2023-07-31 08:41:37,False,,,SRENode,81,,SRE_chain,SRE_chain,True,True,True,,12,881.0,809.0,"{""previous_sample"": {""obtained_response"": ""reflective"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""reflective"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},824,2023-07-31 08:41:39,False,,,SRENode,7,,SRE_chain,SRE_chain,True,True,True,,7,882.0,803.0,"{""previous_sample"": {""obtained_response"": ""praising"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""praising"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},825,2023-07-31 08:41:40,False,,,SRENode,3,,SRE_chain,SRE_chain,True,True,True,,9,1016.0,724.0,"{""previous_sample"": {""obtained_response"": ""thoughtful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""thoughtful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},826,2023-07-31 08:41:41,False,,,SRENode,43,,SRE_chain,SRE_chain,True,True,True,,8,963.0,653.0,"{""previous_sample"": {""obtained_response"": ""Please take a seat and help yourself to refreshments."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Please take a seat and help yourself to refreshments."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},827,2023-07-31 08:41:43,False,,,SRENode,4,,SRE_chain,SRE_chain,True,True,True,,9,930.0,775.0,"{""previous_sample"": {""obtained_response"": ""appreciated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""appreciated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},828,2023-07-31 08:41:44,False,,,SRENode,64,,SRE_chain,SRE_chain,True,True,True,,10,901.0,816.0,"{""previous_sample"": {""obtained_response"": ""disappointed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""disappointed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},829,2023-07-31 08:41:44,False,,,SRENode,75,,SRE_chain,SRE_chain,True,True,True,,7,859.0,760.0,"{""previous_sample"": {""obtained_response"": ""I don`t understand what you mean, I`m lost."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I don`t understand what you mean, I`m lost."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},830,2023-07-31 08:41:45,False,,,SRENode,82,,SRE_chain,SRE_chain,True,True,True,,7,858.0,794.0,"{""previous_sample"": {""obtained_response"": ""I am so worried there is an intruder downstairs."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am so worried there is an intruder downstairs."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},831,2023-07-31 08:41:45,False,,,SRENode,34,,SRE_chain,SRE_chain,True,True,True,,9,875.0,759.0,"{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},832,2023-07-31 08:41:46,False,,,SRENode,35,,SRE_chain,SRE_chain,True,True,True,,5,1040.0,716.0,"{""previous_sample"": {""obtained_response"": ""proud"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""proud"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},833,2023-07-31 08:41:46,False,,,SRENode,40,,SRE_chain,SRE_chain,True,True,True,,11,863.0,812.0,"{""previous_sample"": {""obtained_response"": ""optimistic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""optimistic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},834,2023-07-31 08:41:47,False,,,SRENode,63,,SRE_chain,SRE_chain,True,True,True,,10,879.0,792.0,"{""previous_sample"": {""obtained_response"": ""bossy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""bossy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},835,2023-07-31 08:41:53,False,,,SRENode,23,,SRE_chain,SRE_chain,True,True,True,,7,896.0,773.0,"{""previous_sample"": {""obtained_response"": ""amazing"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""amazing"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},836,2023-07-31 08:41:57,False,,,SRENode,73,,SRE_chain,SRE_chain,True,True,True,,12,1082.0,818.0,"{""previous_sample"": {""obtained_response"": ""descriptive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""descriptive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},837,2023-07-31 08:41:58,False,,,SRENode,51,,SRE_chain,SRE_chain,True,True,True,,8,1173.0,660.0,"{""previous_sample"": {""obtained_response"": ""factual"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""factual"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},838,2023-07-31 08:41:58,False,,,SRENode,10,,SRE_chain,SRE_chain,True,True,True,,10,898.0,684.0,"{""previous_sample"": {""obtained_response"": ""If I pass my exam I will get the job I want."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""If I pass my exam I will get the job I want."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},839,2023-07-31 08:42:00,False,,,SRENode,16,,SRE_chain,SRE_chain,True,True,True,,10,977.0,764.0,"{""previous_sample"": {""obtained_response"": ""She was angry she had to be seated."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""She was angry she had to be seated."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},840,2023-07-31 08:42:02,False,,,SRENode,41,,SRE_chain,SRE_chain,True,True,True,,8,913.0,805.0,"{""previous_sample"": {""obtained_response"": ""I knew it was due soon."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I knew it was due soon."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},841,2023-07-31 08:42:04,False,,,SRENode,14,,SRE_chain,SRE_chain,True,True,True,,13,894.0,762.0,"{""previous_sample"": {""obtained_response"": ""empathetic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""empathetic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},842,2023-07-31 08:42:05,False,,,SRENode,24,,SRE_chain,SRE_chain,True,True,True,,6,883.0,772.0,"{""previous_sample"": {""obtained_response"": ""I think the interview went really well."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I think the interview went really well."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},843,2023-07-31 08:42:07,False,,,SRENode,54,,SRE_chain,SRE_chain,True,True,True,,8,974.0,722.0,"{""previous_sample"": {""obtained_response"": ""curious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""curious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
