_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,feature,feature_description,tone,tones
{},False,{},229,2023-12-15 22:57:57,False,,,DenseRatingTrial,57,57,True,57,8,9,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""disappointed""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""disappointed"", ""answer"": {""disappointed"": ""2""}}",True,311.0,,,8.339,200.0,210.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",disappointed,disappointed
{},False,{},230,2023-12-15 22:58:01,False,,,DenseRatingTrial,31,31,True,31,10,10,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""surprised""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""surprised"", ""answer"": {""surprised"": ""4""}}",True,327.0,,,45.993,160.0,170.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,surprised,surprised
{},False,{},231,2023-12-15 22:58:02,False,,,DenseRatingTrial,123,123,True,123,7,7,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""sarcastic""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""sarcastic"", ""answer"": {""sarcastic"": ""1""}}",True,312.0,,,6.096,370.0,380.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,sarcastic,sarcastic
{},False,{},232,2023-12-15 22:58:06,False,,,DenseRatingTrial,16,16,True,16,8,9,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""happy""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""happy"", ""answer"": {""happy"": ""5""}}",True,313.0,,,8.858,210.0,220.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,happy,happy
{},False,{},233,2023-12-15 22:58:10,False,,,DenseRatingTrial,114,114,True,114,7,7,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""uncertain""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""uncertain"", ""answer"": {""uncertain"": ""1""}}",True,316.0,,,8.88,380.0,390.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,uncertain,uncertain
{},False,{},234,2023-12-15 22:58:15,False,,,DenseRatingTrial,66,66,True,66,8,9,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""relieved""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""relieved"", ""answer"": {""relieved"": ""2""}}",True,331.0,,,40.253,220.0,230.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,relieved,relieved
{},False,{},235,2023-12-15 22:58:18,False,,,DenseRatingTrial,59,59,True,59,9,8,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""disappointed""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""disappointed"", ""answer"": {""disappointed"": ""1""}}",True,320.0,,,13.231,290.0,300.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,disappointed,disappointed
,False,{},236,2023-12-15 22:58:20,False,,,DenseRatingTrial,149,149,True,149,7,7,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""skeptical""}",True,True,,0.0,188.0,"{""feature"": ""positive in valence"", ""tones"": ""skeptical"", ""answer"": {""skeptical"": ""2""}}",False,317.0,0.0,1.0,4.617,390.0,400.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",skeptical,skeptical
{},False,{},237,2023-12-15 22:58:32,False,,,DenseRatingTrial,58,58,True,58,9,8,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""disappointed""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""disappointed"", ""answer"": {""disappointed"": ""1""}}",True,324.0,,,5.323,300.0,310.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,disappointed,disappointed
{},False,{},238,2023-12-15 22:58:39,False,,,DenseRatingTrial,66,66,True,66,9,8,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""relieved""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""relieved"", ""answer"": {""relieved"": ""3""}}",True,325.0,,,5.44,310.0,320.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,relieved,relieved
{},False,{},239,2023-12-15 22:58:45,False,,,DenseRatingTrial,152,152,True,152,9,8,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""skeptical""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""skeptical"", ""answer"": {""skeptical"": ""1""}}",True,330.0,,,8.42,320.0,330.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,skeptical,skeptical
{},False,{},240,2023-12-15 22:58:48,False,,,DenseRatingTrial,26,26,True,26,10,10,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""appreciative""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""appreciative"", ""answer"": {""appreciative"": ""2""}}",True,332.0,,,10.826,170.0,180.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,appreciative,appreciative
{},False,{},241,2023-12-15 22:58:54,False,,,DenseRatingTrial,42,42,True,42,9,8,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""nostalgic""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""nostalgic"", ""answer"": {""nostalgic"": ""2""}}",True,333.0,,,6.064,330.0,340.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,nostalgic,nostalgic
{},False,{},242,2023-12-15 22:58:56,False,,,DenseRatingTrial,119,119,True,119,8,9,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""sympathetic""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""sympathetic"", ""answer"": {""sympathetic"": ""2""}}",True,337.0,,,15.815,230.0,240.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,sympathetic,sympathetic
{},False,{},243,2023-12-15 22:59:01,False,,,DenseRatingTrial,115,115,True,115,10,10,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""uncertain""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""uncertain"", ""answer"": {""uncertain"": ""2""}}",True,336.0,,,5.963,180.0,190.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,uncertain,uncertain
{},False,{},244,2023-12-15 22:59:01,False,,,DenseRatingTrial,46,46,True,46,9,8,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""confused""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""confused"", ""answer"": {""confused"": ""1""}}",True,335.0,,,5.401,340.0,350.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,confused,confused
{},False,{},245,2023-12-15 22:59:08,False,,,DenseRatingTrial,113,113,True,113,9,8,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""uncertain""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""uncertain"", ""answer"": {""uncertain"": ""3""}}",True,338.0,,,6.558,350.0,360.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",uncertain,uncertain
{},False,{},246,2023-12-15 22:59:08,False,,,DenseRatingTrial,36,36,True,36,10,10,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""encouraging""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""encouraging"", ""answer"": {""encouraging"": ""4""}}",True,339.0,,,6.268,190.0,200.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,encouraging,encouraging
{},False,{},247,2023-12-15 22:59:13,False,,,DenseRatingTrial,120,120,True,120,8,9,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""sympathetic""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""sympathetic"", ""answer"": {""sympathetic"": ""4""}}",True,342.0,,,7.345,240.0,250.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,sympathetic,sympathetic
{},False,{},248,2023-12-15 22:59:16,False,,,DenseRatingTrial,106,106,True,106,9,8,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""proud""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""proud"", ""answer"": {""proud"": ""3""}}",True,343.0,,,8.164,360.0,370.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,proud,proud
{},False,{},249,2023-12-15 22:59:16,False,,,DenseRatingTrial,80,80,True,80,10,10,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""desperate""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""desperate"", ""answer"": {""desperate"": ""2""}}",True,347.0,,,13.416,200.0,210.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,desperate,desperate
{},False,{},250,2023-12-15 22:59:21,False,,,DenseRatingTrial,116,116,True,116,8,9,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""uncertain""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""uncertain"", ""answer"": {""uncertain"": ""2""}}",True,348.0,,,10.665,250.0,260.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,uncertain,uncertain
{},False,{},251,2023-12-15 22:59:25,False,,,DenseRatingTrial,1,1,True,1,9,8,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""excited""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""excited"", ""answer"": {""excited"": ""2""}}",True,349.0,,,6.585,370.0,380.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",excited,excited
{},False,{},252,2023-12-15 22:59:30,False,,,DenseRatingTrial,125,125,True,125,10,10,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""defensive""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""defensive"", ""answer"": {""defensive"": ""1""}}",True,350.0,,,5.678,210.0,220.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",defensive,defensive
{},False,{},253,2023-12-15 22:59:32,False,,,DenseRatingTrial,107,107,True,107,8,9,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""proud""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""proud"", ""answer"": {""proud"": ""3""}}",True,357.0,,,13.411,260.0,270.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,proud,proud
{},False,{},254,2023-12-15 22:59:32,False,,,DenseRatingTrial,121,121,True,121,9,8,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""sarcastic""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""sarcastic"", ""answer"": {""sarcastic"": ""1""}}",True,352.0,,,7.321,380.0,390.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",sarcastic,sarcastic
{},False,{},255,2023-12-15 22:59:37,False,,,DenseRatingTrial,117,117,True,117,10,10,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""sympathetic""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""sympathetic"", ""answer"": {""sympathetic"": ""3""}}",True,353.0,,,4.276,220.0,230.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",sympathetic,sympathetic
{},False,{},256,2023-12-15 22:59:38,False,,,DenseRatingTrial,117,117,True,117,11,11,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""sympathetic""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""sympathetic"", ""answer"": {""sympathetic"": ""2""}}",True,364.0,,,19.092,90.0,100.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",sympathetic,sympathetic
,False,{},257,2023-12-15 22:59:41,False,,,DenseRatingTrial,85,85,True,85,9,8,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""affectionate""}",True,True,,0.0,189.0,"{""feature"": ""positive in valence"", ""tones"": ""affectionate"", ""answer"": {""affectionate"": ""2""}}",False,360.0,0.0,1.0,13.275,390.0,400.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",affectionate,affectionate
{},False,{},258,2023-12-15 22:59:43,False,,,DenseRatingTrial,137,137,True,137,10,10,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""reflective""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""reflective"", ""answer"": {""reflective"": ""5""}}",True,359.0,,,4.79,230.0,240.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",reflective,reflective
{},False,{},259,2023-12-15 22:59:46,False,,,DenseRatingTrial,38,38,True,38,8,9,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""thankful""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""thankful"", ""answer"": {""thankful"": ""3""}}",True,363.0,,,13.976,270.0,280.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,thankful,thankful
{},False,{},260,2023-12-15 22:59:49,False,,,DenseRatingTrial,130,130,True,130,10,10,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""curious""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""curious"", ""answer"": {""curious"": ""3""}}",True,361.0,,,4.956,240.0,250.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,curious,curious
{},False,{},261,2023-12-15 22:59:55,False,,,DenseRatingTrial,154,154,True,154,10,10,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""reassuring""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""reassuring"", ""answer"": {""reassuring"": ""2""}}",True,365.0,,,7.204,250.0,260.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,reassuring,reassuring
{},False,{},262,2023-12-15 23:00:01,False,,,DenseRatingTrial,13,13,True,13,8,9,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""happy""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""happy"", ""answer"": {""happy"": ""4""}}",True,370.0,,,9.465,280.0,290.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",happy,happy
{},False,{},263,2023-12-15 23:00:01,False,,,DenseRatingTrial,108,108,True,108,11,11,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""proud""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""proud"", ""answer"": {""proud"": ""4""}}",True,372.0,,,11.49,100.0,110.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,proud,proud
{},False,{},264,2023-12-15 23:00:03,False,,,DenseRatingTrial,77,77,True,77,10,10,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""desperate""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""desperate"", ""answer"": {""desperate"": ""1""}}",True,368.0,,,5.008,260.0,270.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",desperate,desperate
{},False,{},265,2023-12-15 23:00:10,False,,,DenseRatingTrial,91,91,True,91,10,10,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""joyful""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""joyful"", ""answer"": {""joyful"": ""3""}}",True,373.0,,,10.925,270.0,280.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,joyful,joyful
{},False,{},266,2023-12-15 23:00:11,False,,,DenseRatingTrial,9,9,True,9,8,9,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""concerned""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""concerned"", ""answer"": {""concerned"": ""3""}}",True,375.0,,,17.793,290.0,300.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",concerned,concerned
{},False,{},267,2023-12-15 23:00:17,False,,,DenseRatingTrial,153,153,True,153,11,11,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""reassuring""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""reassuring"", ""answer"": {""reassuring"": ""4""}}",True,376.0,,,12.274,110.0,120.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",reassuring,reassuring
{},False,{},268,2023-12-15 23:00:22,False,,,DenseRatingTrial,111,111,True,111,10,10,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""admiring""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""admiring"", ""answer"": {""admiring"": ""5""}}",True,374.0,,,4.192,280.0,290.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,admiring,admiring
{},False,{},269,2023-12-15 23:00:29,False,,,DenseRatingTrial,52,52,True,52,10,10,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""descriptive""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""descriptive"", ""answer"": {""descriptive"": ""1""}}",True,379.0,,,11.371,290.0,300.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,descriptive,descriptive
{},False,{},270,2023-12-15 23:00:30,False,,,DenseRatingTrial,126,126,True,126,8,9,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""defensive""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""defensive"", ""answer"": {""defensive"": ""2""}}",True,377.0,,,6.735,300.0,310.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,defensive,defensive
{},False,{},271,2023-12-15 23:00:34,True,response_timeout,2023-12-15 23:05:50,DenseRatingTrial,74,74,False,74,11,11,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""pleased""}",False,False,,,,,True,,,,,120.0,,,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,pleased,
{},False,{},272,2023-12-15 23:00:37,False,,,DenseRatingTrial,19,19,True,19,8,9,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""frustrated""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""frustrated"", ""answer"": {""frustrated"": ""2""}}",True,382.0,,,8.925,310.0,320.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,frustrated,frustrated
{},False,{},273,2023-12-15 23:00:41,False,,,DenseRatingTrial,49,49,True,49,10,10,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""descriptive""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""descriptive"", ""answer"": {""descriptive"": ""1""}}",True,406.0,,,70.83,300.0,310.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",descriptive,descriptive
{},False,{},274,2023-12-15 23:00:43,False,,,DenseRatingTrial,99,99,True,99,12,12,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""annoyed""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""annoyed"", ""answer"": {""annoyed"": ""2""}}",True,387.0,,,20.59,90.0,100.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,annoyed,annoyed
{},False,{},275,2023-12-15 23:00:47,False,,,DenseRatingTrial,29,29,True,29,8,9,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""surprised""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""surprised"", ""answer"": {""surprised"": ""4""}}",True,384.0,,,8.942,320.0,330.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",surprised,surprised
{},False,{},276,2023-12-15 23:00:50,False,,,DenseRatingTrial,87,87,True,87,15,13,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""affectionate""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""affectionate"", ""answer"": {""affectionate"": ""2""}}",True,389.0,,,20.092,90.0,100.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,affectionate,affectionate
{},False,{},277,2023-12-15 23:00:56,False,,,DenseRatingTrial,93,93,True,93,8,9,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""sad""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""sad"", ""answer"": {""sad"": ""2""}}",True,388.0,,,8.264,330.0,340.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",sad,sad
{},False,{},278,2023-12-15 23:00:59,False,,,DenseRatingTrial,93,93,True,93,13,14,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""sad""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""sad"", ""answer"": {""sad"": ""1""}}",True,410.0,,,58.931,90.0,100.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",sad,sad
{},False,{},279,2023-12-15 23:01:04,False,,,DenseRatingTrial,140,140,True,140,12,12,feature_rating,"{""feature"": ""relational"", ""feature_description"": ""the extent to which the motive of speaker motive focuses on building the relationship."", ""tone"": ""reflective""}",True,False,,0.0,,"{""feature"": ""relational"", ""tones"": ""reflective"", ""answer"": {""reflective"": ""2""}}",True,391.0,,,8.763,100.0,110.0,10.0,0,default,DenseRatingTrial,Info,relational,the extent to which the motive of speaker motive focuses on building the relationship.,reflective,reflective
{},False,{},280,2023-12-15 23:01:05,False,,,DenseRatingTrial,127,127,True,127,8,9,feature_rating,"{""feature"": ""informational"", ""feature_description"": ""the extent to which the motive of speaker focuses on giving and/or receiving accurate information."", ""tone"": ""defensive""}",True,False,,0.0,,"{""feature"": ""informational"", ""tones"": ""defensive"", ""answer"": {""defensive"": ""2""}}",True,390.0,,,6.295,340.0,350.0,10.0,0,default,DenseRatingTrial,Info,informational,the extent to which the motive of speaker focuses on giving and/or receiving accurate information.,defensive,defensive
{},False,{},281,2023-12-15 23:01:11,False,,,DenseRatingTrial,21,21,True,21,15,13,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""irritated""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""irritated"", ""answer"": {""irritated"": ""4""}}",True,393.0,,,13.677,100.0,110.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",irritated,irritated
{},False,{},282,2023-12-15 23:01:12,False,,,DenseRatingTrial,30,30,True,30,8,9,feature_rating,"{""feature"": ""aroused"", ""feature_description"": ""the strength of emotional activation and energy observed."", ""tone"": ""surprised""}",True,False,,0.0,,"{""feature"": ""aroused"", ""tones"": ""surprised"", ""answer"": {""surprised"": ""4""}}",True,392.0,,,7.358,350.0,360.0,10.0,0,default,DenseRatingTrial,Info,aroused,the strength of emotional activation and energy observed.,surprised,surprised
{},False,{},283,2023-12-15 23:01:13,False,,,DenseRatingTrial,5,5,True,5,12,12,feature_rating,"{""feature"": ""positive in valence"", ""feature_description"": ""the positiveness of emotional valence, emotional pleasantness."", ""tone"": ""grateful""}",True,False,,0.0,,"{""feature"": ""positive in valence"", ""tones"": ""grateful"", ""answer"": {""grateful"": ""2""}}",True,395.0,,,19.222,110.0,120.0,10.0,0,default,DenseRatingTrial,Info,positive in valence,"the positiveness of emotional valence, emotional pleasantness.",grateful,grateful
