tone_a|tone_b|rater_order|current_rating
apologetic|defensive|4|0.3
apologetic|descriptive|0|0.1
apologetic|descriptive|1|0.1
apologetic|descriptive|2|0.2
apologetic|descriptive|3|0.2
apologetic|descriptive|4|0.2
apologetic|desperate|0|0.3
apologetic|desperate|1|0.3
apologetic|desperate|2|0.4
apologetic|desperate|3|0.3
apologetic|desperate|4|0.3
apologetic|disappointed|0|0.6
apologetic|disappointed|1|0.6
apologetic|disappointed|2|0.6
apologetic|disappointed|3|0.6
apologetic|disappointed|4|0.7
apologetic|encouraging|0|0.2
apologetic|encouraging|1|0.2
apologetic|encouraging|2|0.2
apologetic|encouraging|3|0.2
apologetic|encouraging|4|0.2
apologetic|excited|0|0.1
apologetic|excited|1|0.1
apologetic|excited|2|0.1
apologetic|excited|3|0.1
apologetic|excited|4|0.1
apologetic|friendly|0|0.3
apologetic|friendly|1|0.4
apologetic|friendly|2|0.3
apologetic|friendly|3|0.4
apologetic|friendly|4|0.2
apologetic|frustrated|0|0.3
apologetic|frustrated|1|0.2
apologetic|frustrated|2|0.2
apologetic|frustrated|3|0.2
apologetic|frustrated|4|0.2
apologetic|grateful|0|0.3
apologetic|grateful|1|0.4
apologetic|grateful|2|0.5
apologetic|grateful|3|0.2
apologetic|grateful|4|0.3
apologetic|happy|0|0.1
apologetic|happy|1|0.2
apologetic|happy|2|0.1
apologetic|happy|3|0.1
apologetic|happy|4|0.1
apologetic|indignant|0|0.1
apologetic|indignant|1|0.2
apologetic|indignant|2|0.2
apologetic|indignant|3|0.2
apologetic|indignant|4|0.1
apologetic|irritated|0|0.2
apologetic|irritated|1|0.2
apologetic|irritated|2|0.2
apologetic|irritated|3|0.2
apologetic|irritated|4|0.1
apologetic|joyful|0|0.1
apologetic|joyful|1|0.1
apologetic|joyful|2|0.1
apologetic|joyful|3|0.1
apologetic|joyful|4|0.1
apologetic|nostalgic|0|0.2
apologetic|nostalgic|1|0.2
apologetic|nostalgic|2|0.2
apologetic|nostalgic|3|0.2
apologetic|nostalgic|4|0.2
apologetic|pleased|0|0.1
apologetic|pleased|1|0.1
apologetic|pleased|2|0.1
apologetic|pleased|3|0.1
apologetic|pleased|4|0.1
apologetic|proud|0|0.1
apologetic|proud|1|0.1
apologetic|proud|2|0.1
apologetic|proud|3|0
apologetic|proud|4|0.1
apologetic|reassuring|0|0.6
apologetic|reassuring|1|0.6
apologetic|reassuring|2|0.5
apologetic|reassuring|3|0.6
apologetic|reassuring|4|0.6
apologetic|reflective|0|0.4
apologetic|reflective|1|0.4
apologetic|reflective|2|0.4
apologetic|reflective|3|0.4
apologetic|reflective|4|0.3
apologetic|relieved|0|0.3
apologetic|relieved|1|0.3
apologetic|relieved|2|0.3
apologetic|relieved|3|0.3
apologetic|relieved|4|0.3
apologetic|resigned|0|0.6
apologetic|resigned|1|0.7
apologetic|resigned|2|0.7
apologetic|resigned|3|0.7
apologetic|resigned|4|0.7
apologetic|sad|0|0.5
apologetic|sad|1|0.4
apologetic|sad|2|0.5
apologetic|sad|3|0.5
apologetic|sad|4|0.6
apologetic|sarcastic|0|0.1
apologetic|sarcastic|1|0.1
apologetic|sarcastic|2|0.1
apologetic|sarcastic|3|0.1
apologetic|sarcastic|4|0.1
apologetic|shocked|0|0.2
apologetic|shocked|1|0.2
apologetic|shocked|2|0.2
apologetic|shocked|3|0.1
apologetic|shocked|4|0.2
apologetic|skeptical|0|0.3
apologetic|skeptical|1|0.2
apologetic|skeptical|2|0.2
apologetic|skeptical|3|0.2
apologetic|skeptical|4|0.2
apologetic|surprised|0|0.2
apologetic|surprised|1|0.2
apologetic|surprised|2|0.1
apologetic|surprised|3|0.1
apologetic|surprised|4|0.2
apologetic|sympathetic|0|0.7
apologetic|sympathetic|1|0.7
apologetic|sympathetic|2|0.7
apologetic|sympathetic|3|0.7
apologetic|sympathetic|4|0.7
apologetic|thankful|0|0.3
apologetic|thankful|1|0.2
apologetic|thankful|2|0.2
apologetic|thankful|3|0.3
apologetic|thankful|4|0.3
apologetic|uncertain|0|0.5
apologetic|uncertain|1|0.6
apologetic|uncertain|2|0.6
apologetic|uncertain|3|0.6
apologetic|uncertain|4|0.5
apologetic|urgent|0|0.2
apologetic|urgent|1|0.2
apologetic|urgent|2|0.2
apologetic|urgent|3|0.2
apologetic|urgent|4|0.2
apologetic|worried|0|0.6
apologetic|worried|1|0.6
apologetic|worried|2|0.4
apologetic|worried|3|0.6
apologetic|worried|4|0.6
appreciative|appreciative|0|1
appreciative|appreciative|1|1
appreciative|appreciative|2|1
appreciative|appreciative|3|1
appreciative|appreciative|4|1
appreciative|concerned|0|0.2
appreciative|concerned|1|0.3
appreciative|concerned|2|0.2
appreciative|concerned|3|0.2
appreciative|concerned|4|0.2
appreciative|confused|0|0.1
appreciative|confused|1|0.2
appreciative|confused|2|0.1
appreciative|confused|3|0.1
appreciative|confused|4|0.1
appreciative|curious|0|0.4
appreciative|curious|1|0.3
appreciative|curious|2|0.3
appreciative|curious|3|0.3
appreciative|curious|4|0.2
appreciative|defensive|0|0.2
appreciative|defensive|1|0.2
appreciative|defensive|2|0.2
appreciative|defensive|3|0.2
appreciative|defensive|4|0.2
appreciative|descriptive|0|0.3
appreciative|descriptive|1|0.3
appreciative|descriptive|2|0.3
appreciative|descriptive|3|0.2
appreciative|descriptive|4|0.2
appreciative|desperate|0|0.1
appreciative|desperate|1|0.1
appreciative|desperate|2|0.1
appreciative|desperate|3|0.1
appreciative|desperate|4|0.1
appreciative|disappointed|0|0.1
appreciative|disappointed|1|0.1
appreciative|disappointed|2|0.2
appreciative|disappointed|3|0.1
appreciative|disappointed|4|0.1
appreciative|encouraging|0|0.7
appreciative|encouraging|1|0.7
appreciative|encouraging|2|0.7
appreciative|encouraging|3|0.7
appreciative|encouraging|4|0.7
appreciative|excited|0|0.5
appreciative|excited|1|0.6
appreciative|excited|2|0.5
appreciative|excited|3|0.4
appreciative|excited|4|0.6
appreciative|friendly|0|0.7
appreciative|friendly|1|0.7
appreciative|friendly|2|0.7
appreciative|friendly|3|0.7
appreciative|friendly|4|0.7
appreciative|frustrated|0|0.1
appreciative|frustrated|1|0.1
appreciative|frustrated|2|0.1
appreciative|frustrated|3|0.1
appreciative|frustrated|4|0.2
appreciative|grateful|0|1
appreciative|grateful|1|0.9
appreciative|grateful|2|0.9
appreciative|grateful|3|0.9
appreciative|grateful|4|0.9
appreciative|happy|0|0.7
appreciative|happy|1|0.7
appreciative|happy|2|0.7
appreciative|happy|3|0.7
appreciative|happy|4|0.7
appreciative|indignant|0|0.1
appreciative|indignant|1|0.1
appreciative|indignant|2|0.1
appreciative|indignant|3|0.1
appreciative|indignant|4|0.2
appreciative|irritated|0|0.1
appreciative|irritated|1|0.1
appreciative|irritated|2|0.1
appreciative|irritated|3|0.1
appreciative|irritated|4|0.1
appreciative|joyful|0|0.7
appreciative|joyful|1|0.7
appreciative|joyful|2|0.7
appreciative|joyful|3|0.7
appreciative|joyful|4|0.7
appreciative|nostalgic|0|0.3
appreciative|nostalgic|1|0.3
appreciative|nostalgic|2|0.3
appreciative|nostalgic|3|0.3
appreciative|nostalgic|4|0.3
appreciative|pleased|0|0.8
appreciative|pleased|1|0.8
appreciative|pleased|2|0.8
appreciative|pleased|3|0.8
appreciative|pleased|4|0.8
appreciative|proud|0|0.5
appreciative|proud|1|0.6
appreciative|proud|2|0.6
appreciative|proud|3|0.5
appreciative|proud|4|0.4
appreciative|reassuring|0|0.5
appreciative|reassuring|1|0.6
appreciative|reassuring|2|0.5
appreciative|reassuring|3|0.5
appreciative|reassuring|4|0.6
appreciative|reflective|0|0.3
appreciative|reflective|1|0.5
appreciative|reflective|2|0.3
appreciative|reflective|3|0.4
appreciative|reflective|4|0.4
appreciative|relieved|0|0.5
appreciative|relieved|1|0.4
appreciative|relieved|2|0.4
appreciative|relieved|3|0.3
appreciative|relieved|4|0.5
appreciative|resigned|0|0.1
appreciative|resigned|1|0.2
appreciative|resigned|2|0.2
appreciative|resigned|3|0.2
appreciative|resigned|4|0.2
appreciative|sad|0|0.2
appreciative|sad|1|0.2
appreciative|sad|2|0.1
appreciative|sad|3|0.1
appreciative|sad|4|0.1
appreciative|sarcastic|0|0.1
appreciative|sarcastic|1|0.2
appreciative|sarcastic|2|0.2
appreciative|sarcastic|3|0.2
appreciative|sarcastic|4|0.1
appreciative|shocked|0|0.2
appreciative|shocked|1|0.2
appreciative|shocked|2|0.1
appreciative|shocked|3|0.1
appreciative|shocked|4|0.2
appreciative|skeptical|0|0.2
appreciative|skeptical|1|0.2
appreciative|skeptical|2|0.2
appreciative|skeptical|3|0.2
appreciative|skeptical|4|0.2
appreciative|surprised|0|0.3
appreciative|surprised|1|0.2
appreciative|surprised|2|0.2
appreciative|surprised|3|0.3
appreciative|surprised|4|0.2
appreciative|sympathetic|0|0.7
appreciative|sympathetic|1|0.6
appreciative|sympathetic|2|0.6
appreciative|sympathetic|3|0.5
appreciative|sympathetic|4|0.6
appreciative|thankful|0|0.9
appreciative|thankful|1|0.9
appreciative|thankful|2|0.9
appreciative|thankful|3|0.9
appreciative|thankful|4|0.9
appreciative|uncertain|0|0.2
appreciative|uncertain|1|0.1
appreciative|uncertain|2|0.1
appreciative|uncertain|3|0.2
appreciative|uncertain|4|0.2
appreciative|urgent|0|0.2
appreciative|urgent|1|0.1
appreciative|urgent|2|0.1
appreciative|urgent|3|0.1
appreciative|urgent|4|0.1
appreciative|worried|0|0.2
appreciative|worried|1|0.1
appreciative|worried|2|0.2
appreciative|worried|3|0.2
appreciative|worried|4|0.1
concerned|concerned|0|1
concerned|concerned|1|1
concerned|concerned|2|1
concerned|concerned|3|1
concerned|concerned|4|1
concerned|confused|0|0.4
concerned|confused|1|0.5
concerned|confused|2|0.4
concerned|confused|3|0.3
concerned|confused|4|0.4
concerned|curious|0|0.4
concerned|curious|1|0.6
concerned|curious|2|0.5
concerned|curious|3|0.5
concerned|curious|4|0.6
concerned|defensive|0|0.4
concerned|defensive|1|0.3
concerned|defensive|2|0.4
concerned|defensive|3|0.3
concerned|defensive|4|0.4
concerned|descriptive|0|0.2
concerned|descriptive|1|0.2
concerned|descriptive|2|0.2
concerned|descriptive|3|0.2
concerned|descriptive|4|0.2
concerned|desperate|0|0.7
concerned|desperate|1|0.7
concerned|desperate|2|0.6
concerned|desperate|3|0.7
concerned|desperate|4|0.6
concerned|disappointed|0|0.6
concerned|disappointed|1|0.6
concerned|disappointed|2|0.6
concerned|disappointed|3|0.7
concerned|disappointed|4|0.7
concerned|encouraging|0|0.4
concerned|encouraging|1|0.6
concerned|encouraging|2|0.5
concerned|encouraging|3|0.5
concerned|encouraging|4|0.3
concerned|excited|0|0.2
concerned|excited|1|0.2
concerned|excited|2|0.2
concerned|excited|3|0.2
concerned|excited|4|0.2
concerned|friendly|0|0.4
concerned|friendly|1|0.5
concerned|friendly|2|0.4
concerned|friendly|3|0.3
concerned|friendly|4|0.4
concerned|frustrated|0|0.4
concerned|frustrated|1|0.5
concerned|frustrated|2|0.4
concerned|frustrated|3|0.6
concerned|frustrated|4|0.6
concerned|grateful|0|0.3
concerned|grateful|1|0.3
concerned|grateful|2|0.2
concerned|grateful|3|0.2
concerned|grateful|4|0.3
concerned|happy|0|0.1
concerned|happy|1|0.1
concerned|happy|2|0.1
concerned|happy|3|0.1
concerned|happy|4|0.1
concerned|indignant|0|0.4
concerned|indignant|1|0.3
concerned|indignant|2|0.4
concerned|indignant|3|0.3
concerned|indignant|4|0.3
concerned|irritated|0|0.3
concerned|irritated|1|0.4
concerned|irritated|2|0.4
concerned|irritated|3|0.3
concerned|irritated|4|0.3
concerned|joyful|0|0.1
concerned|joyful|1|0.1
concerned|joyful|2|0.1
concerned|joyful|3|0.1
concerned|joyful|4|0.1
concerned|nostalgic|0|0.2
concerned|nostalgic|1|0.2
concerned|nostalgic|2|0.2
concerned|nostalgic|3|0.2
concerned|nostalgic|4|0.2
concerned|pleased|0|0.2
concerned|pleased|1|0.2
concerned|pleased|2|0.1
concerned|pleased|3|0.1
concerned|pleased|4|0.1
concerned|proud|0|0.2
concerned|proud|1|0.2
concerned|proud|2|0.2
concerned|proud|3|0.2
concerned|proud|4|0.2
concerned|reassuring|0|0.6
concerned|reassuring|1|0.6
concerned|reassuring|2|0.6
concerned|reassuring|3|0.5
concerned|reassuring|4|0.6
concerned|reflective|0|0.5
concerned|reflective|1|0.4
concerned|reflective|2|0.5
concerned|reflective|3|0.4
concerned|reflective|4|0.5
concerned|relieved|0|0.3
concerned|relieved|1|0.3
concerned|relieved|2|0.3
concerned|relieved|3|0.3
concerned|relieved|4|0.2
concerned|resigned|0|0.3
concerned|resigned|1|0.6
concerned|resigned|2|0.4
concerned|resigned|3|0.4
concerned|resigned|4|0.5
concerned|sad|0|0.6
concerned|sad|1|0.7
concerned|sad|2|0.7
concerned|sad|3|0.7
concerned|sad|4|0.7
concerned|sarcastic|0|0.2
concerned|sarcastic|1|0.2
concerned|sarcastic|2|0.2
concerned|sarcastic|3|0.2
concerned|sarcastic|4|0.2
concerned|shocked|0|0.4
concerned|shocked|1|0.6
concerned|shocked|2|0.6
concerned|shocked|3|0.5
concerned|shocked|4|0.5
concerned|skeptical|0|0.4
concerned|skeptical|1|0.5
concerned|skeptical|2|0.4
concerned|skeptical|3|0.4
concerned|skeptical|4|0.5
concerned|surprised|0|0.3
concerned|surprised|1|0.3
concerned|surprised|2|0.3
concerned|surprised|3|0.4
concerned|surprised|4|0.3
concerned|sympathetic|0|0.8
concerned|sympathetic|1|0.8
concerned|sympathetic|2|0.8
concerned|sympathetic|3|0.8
concerned|sympathetic|4|0.8
concerned|thankful|0|0.2
concerned|thankful|1|0.3
concerned|thankful|2|0.2
concerned|thankful|3|0.3
concerned|thankful|4|0.3
concerned|uncertain|0|0.6
concerned|uncertain|1|0.7
concerned|uncertain|2|0.7
concerned|uncertain|3|0.8
concerned|uncertain|4|0.7
concerned|urgent|0|0.7
concerned|urgent|1|0.7
concerned|urgent|2|0.8
concerned|urgent|3|0.7
concerned|urgent|4|0.7
concerned|worried|0|0.9
concerned|worried|1|0.9
concerned|worried|2|0.9
concerned|worried|3|0.9
concerned|worried|4|0.9
confused|confused|0|1
confused|confused|1|1
confused|confused|2|1
confused|confused|3|1
confused|confused|4|1
confused|curious|0|0.5
confused|curious|1|0.5
confused|curious|2|0.6
confused|curious|3|0.5
confused|curious|4|0.6
confused|defensive|0|0.2
confused|defensive|1|0.3
confused|defensive|2|0.3
confused|defensive|3|0.2
confused|defensive|4|0.3
confused|descriptive|0|0.1
confused|descriptive|1|0.2
confused|descriptive|2|0.1
confused|descriptive|3|0.2
confused|descriptive|4|0.2
confused|desperate|0|0.3
confused|desperate|1|0.3
confused|desperate|2|0.4
confused|desperate|3|0.3
confused|desperate|4|0.5
confused|disappointed|0|0.3
confused|disappointed|1|0.5
confused|disappointed|2|0.3
confused|disappointed|3|0.3
confused|disappointed|4|0.5
confused|encouraging|0|0.2
confused|encouraging|1|0.1
confused|encouraging|2|0.1
confused|encouraging|3|0.1
confused|encouraging|4|0.2
confused|excited|0|0.2
confused|excited|1|0.2
confused|excited|2|0.2
confused|excited|3|0.2
confused|excited|4|0.1
confused|friendly|0|0.2
confused|friendly|1|0.2
confused|friendly|2|0.2
confused|friendly|3|0.2
confused|friendly|4|0.2
confused|frustrated|0|0.6
confused|frustrated|1|0.6
confused|frustrated|2|0.6
confused|frustrated|3|0.6
confused|frustrated|4|0.6
confused|grateful|0|0.1
confused|grateful|1|0.1
confused|grateful|2|0.1
confused|grateful|3|0.1
confused|grateful|4|0.1
confused|happy|0|0.1
confused|happy|1|0.1
confused|happy|2|0.1
confused|happy|3|0.1
confused|happy|4|0.1
confused|indignant|0|0.3
confused|indignant|1|0.2
confused|indignant|2|0.2
confused|indignant|3|0.3
confused|indignant|4|0.3
confused|irritated|0|0.3
confused|irritated|1|0.3
confused|irritated|2|0.4
confused|irritated|3|0.2
confused|irritated|4|0.3
confused|joyful|0|0
confused|joyful|1|0
confused|joyful|2|0
confused|joyful|3|0.1
confused|joyful|4|0.1
confused|nostalgic|0|0.2
confused|nostalgic|1|0.2
confused|nostalgic|2|0.2
confused|nostalgic|3|0.2
confused|nostalgic|4|0.2
confused|pleased|0|0.1
confused|pleased|1|0.1
confused|pleased|2|0.1
confused|pleased|3|0.1
confused|pleased|4|0.1
confused|proud|0|0.1
confused|proud|1|0.1
confused|proud|2|0.1
confused|proud|3|0.1
confused|proud|4|0.1
confused|reassuring|0|0.1
confused|reassuring|1|0.3
confused|reassuring|2|0.2
confused|reassuring|3|0.1
confused|reassuring|4|0.1
confused|reflective|0|0.3
confused|reflective|1|0.3
confused|reflective|2|0.3
confused|reflective|3|0.2
confused|reflective|4|0.3
confused|relieved|0|0.2
confused|relieved|1|0.1
confused|relieved|2|0.2
confused|relieved|3|0.1
confused|relieved|4|0.2
confused|resigned|0|0.3
confused|resigned|1|0.3
confused|resigned|2|0.3
confused|resigned|3|0.2
confused|resigned|4|0.3
confused|sad|0|0.4
confused|sad|1|0.3
confused|sad|2|0.3
confused|sad|3|0.2
confused|sad|4|0.3
confused|sarcastic|0|0.2
confused|sarcastic|1|0.2
confused|sarcastic|2|0.2
confused|sarcastic|3|0.2
confused|sarcastic|4|0.2
confused|shocked|0|0.6
confused|shocked|1|0.5
confused|shocked|2|0.6
confused|shocked|3|0.5
confused|shocked|4|0.6
confused|skeptical|0|0.5
confused|skeptical|1|0.4
confused|skeptical|2|0.5
confused|skeptical|3|0.4
confused|skeptical|4|0.4
confused|surprised|0|0.4
confused|surprised|1|0.6
confused|surprised|2|0.5
confused|surprised|3|0.5
confused|surprised|4|0.6
confused|sympathetic|0|0.2
confused|sympathetic|1|0.2
confused|sympathetic|2|0.2
confused|sympathetic|3|0.3
confused|sympathetic|4|0.3
confused|thankful|0|0.1
confused|thankful|1|0.1
confused|thankful|2|0.1
confused|thankful|3|0.1
confused|thankful|4|0.1
confused|uncertain|0|0.9
confused|uncertain|1|0.8
confused|uncertain|2|0.8
confused|uncertain|3|0.8
confused|uncertain|4|0.8
confused|urgent|0|0.2
confused|urgent|1|0.2
confused|urgent|2|0.2
confused|urgent|3|0.2
confused|urgent|4|0.2
confused|worried|0|0.6
confused|worried|1|0.6
confused|worried|2|0.5
confused|worried|3|0.6
confused|worried|4|0.7
curious|curious|0|1
curious|curious|1|1
curious|curious|2|1
curious|curious|3|1
curious|curious|4|1
curious|defensive|0|0.2
curious|defensive|1|0.2
curious|defensive|2|0.1
curious|defensive|3|0.2
curious|defensive|4|0.2
curious|descriptive|0|0.2
curious|descriptive|1|0.3
curious|descriptive|2|0.2
curious|descriptive|3|0.2
curious|descriptive|4|0.3
curious|desperate|0|0.2
curious|desperate|1|0.2
curious|desperate|2|0.2
curious|desperate|3|0.2
curious|desperate|4|0.2
curious|disappointed|0|0.1
curious|disappointed|1|0.2
curious|disappointed|2|0.2
curious|disappointed|3|0.2
curious|disappointed|4|0.2
curious|encouraging|0|0.5
curious|encouraging|1|0.3
curious|encouraging|2|0.3
curious|encouraging|3|0.3
curious|encouraging|4|0.4
curious|excited|0|0.6
curious|excited|1|0.6
curious|excited|2|0.6
curious|excited|3|0.7
curious|excited|4|0.6
curious|friendly|0|0.5
curious|friendly|1|0.6
curious|friendly|2|0.5
curious|friendly|3|0.5
curious|friendly|4|0.5
curious|frustrated|0|0.2
curious|frustrated|1|0.2
curious|frustrated|2|0.2
curious|frustrated|3|0.2
curious|frustrated|4|0.2
curious|grateful|0|0.2
curious|grateful|1|0.2
curious|grateful|2|0.2
curious|grateful|3|0.2
curious|grateful|4|0.2
curious|happy|0|0.3
curious|happy|1|0.3
curious|happy|2|0.3
curious|happy|3|0.3
curious|happy|4|0.3
curious|indignant|0|0.2
curious|indignant|1|0.2
curious|indignant|2|0.2
curious|indignant|3|0.2
curious|indignant|4|0.2
curious|irritated|0|0.2
curious|irritated|1|0.2
curious|irritated|2|0.2
curious|irritated|3|0.2
curious|irritated|4|0.2
curious|joyful|0|0.3
curious|joyful|1|0.2
curious|joyful|2|0.3
curious|joyful|3|0.3
curious|joyful|4|0.3
curious|nostalgic|0|0.2
curious|nostalgic|1|0.2
curious|nostalgic|2|0.2
curious|nostalgic|3|0.2
curious|nostalgic|4|0.2
curious|pleased|0|0.2
curious|pleased|1|0.3
curious|pleased|2|0.2
curious|pleased|3|0.2
curious|pleased|4|0.2
curious|proud|0|0.2
curious|proud|1|0.2
curious|proud|2|0.2
curious|proud|3|0.2
curious|proud|4|0.2
curious|reassuring|0|0.2
curious|reassuring|1|0.2
curious|reassuring|2|0.3
curious|reassuring|3|0.3
curious|reassuring|4|0.3
curious|reflective|0|0.4
curious|reflective|1|0.4
curious|reflective|2|0.3
curious|reflective|3|0.4
curious|reflective|4|0.4
curious|relieved|0|0.2
curious|relieved|1|0.2
curious|relieved|2|0.2
curious|relieved|3|0.2
curious|relieved|4|0.2
curious|resigned|0|0.2
curious|resigned|1|0.2
curious|resigned|2|0.2
curious|resigned|3|0.1
curious|resigned|4|0.2
curious|sad|0|0.1
curious|sad|1|0.1
curious|sad|2|0.1
curious|sad|3|0.2
curious|sad|4|0.2
curious|sarcastic|0|0.2
curious|sarcastic|1|0.2
curious|sarcastic|2|0.2
curious|sarcastic|3|0.2
curious|sarcastic|4|0.2
curious|shocked|0|0.3
curious|shocked|1|0.4
curious|shocked|2|0.5
curious|shocked|3|0.4
curious|shocked|4|0.4
curious|skeptical|0|0.5
curious|skeptical|1|0.5
curious|skeptical|2|0.5
curious|skeptical|3|0.4
curious|skeptical|4|0.5
curious|surprised|0|0.6
curious|surprised|1|0.6
curious|surprised|2|0.7
curious|surprised|3|0.5
curious|surprised|4|0.5
curious|sympathetic|0|0.3
curious|sympathetic|1|0.3
curious|sympathetic|2|0.3
curious|sympathetic|3|0.4
curious|sympathetic|4|0.3
curious|thankful|0|0.2
curious|thankful|1|0.3
curious|thankful|2|0.2
curious|thankful|3|0.2
curious|thankful|4|0.2
curious|uncertain|0|0.6
curious|uncertain|1|0.7
curious|uncertain|2|0.6
curious|uncertain|3|0.7
curious|uncertain|4|0.6
curious|urgent|0|0.2
curious|urgent|1|0.2
curious|urgent|2|0.2
curious|urgent|3|0.2
curious|urgent|4|0.2
curious|worried|0|0.4
curious|worried|1|0.4
curious|worried|2|0.4
curious|worried|3|0.4
curious|worried|4|0.4
defensive|defensive|0|1
defensive|defensive|1|1
defensive|defensive|2|1
defensive|defensive|3|1
defensive|defensive|4|1
defensive|descriptive|0|0.2
defensive|descriptive|1|0.2
defensive|descriptive|2|0.1
defensive|descriptive|3|0.2
defensive|descriptive|4|0.2
defensive|desperate|0|0.3
defensive|desperate|1|0.3
defensive|desperate|2|0.3
defensive|desperate|3|0.4
defensive|desperate|4|0.2
defensive|disappointed|0|0.3
defensive|disappointed|1|0.3
defensive|disappointed|2|0.4
defensive|disappointed|3|0.3
defensive|disappointed|4|0.4
defensive|encouraging|0|0.1
defensive|encouraging|1|0.2
defensive|encouraging|2|0.2
defensive|encouraging|3|0.2
defensive|encouraging|4|0.2
defensive|excited|0|0.1
defensive|excited|1|0.2
defensive|excited|2|0.1
defensive|excited|3|0.2
defensive|excited|4|0.1
defensive|friendly|0|0.1
defensive|friendly|1|0.1
defensive|friendly|2|0.1
defensive|friendly|3|0.1
defensive|friendly|4|0.2
defensive|frustrated|0|0.7
defensive|frustrated|1|0.6
defensive|frustrated|2|0.7
defensive|frustrated|3|0.6
defensive|frustrated|4|0.6
defensive|grateful|0|0.1
defensive|grateful|1|0.1
defensive|grateful|2|0.1
defensive|grateful|3|0.1
defensive|grateful|4|0.1
defensive|happy|0|0.1
defensive|happy|1|0.1
defensive|happy|2|0.1
defensive|happy|3|0.1
defensive|happy|4|0.1
defensive|indignant|0|0.8
defensive|indignant|1|0.7
defensive|indignant|2|0.8
defensive|indignant|3|0.7
defensive|indignant|4|0.8
defensive|irritated|0|0.7
defensive|irritated|1|0.7
defensive|irritated|2|0.7
defensive|irritated|3|0.7
defensive|irritated|4|0.7
defensive|joyful|0|0.1
defensive|joyful|1|0
defensive|joyful|2|0.1
defensive|joyful|3|0
defensive|joyful|4|0
defensive|nostalgic|0|0.2
defensive|nostalgic|1|0.2
defensive|nostalgic|2|0.2
defensive|nostalgic|3|0.2
defensive|nostalgic|4|0.2
defensive|pleased|0|0.1
defensive|pleased|1|0.1
defensive|pleased|2|0.1
defensive|pleased|3|0.1
defensive|pleased|4|0.1
defensive|proud|0|0.3
defensive|proud|1|0.3
defensive|proud|2|0.2
defensive|proud|3|0.3
defensive|proud|4|0.3
defensive|reassuring|0|0.2
defensive|reassuring|1|0.3
defensive|reassuring|2|0.2
defensive|reassuring|3|0.2
defensive|reassuring|4|0.3
defensive|reflective|0|0.3
defensive|reflective|1|0.3
defensive|reflective|2|0.3
defensive|reflective|3|0.3
defensive|reflective|4|0.3
defensive|relieved|0|0.2
defensive|relieved|1|0.2
defensive|relieved|2|0.2
defensive|relieved|3|0.2
defensive|relieved|4|0.2
defensive|resigned|0|0.3
defensive|resigned|1|0.3
defensive|resigned|2|0.3
defensive|resigned|3|0.3
defensive|resigned|4|0.4
defensive|sad|0|0.2
defensive|sad|1|0.2
defensive|sad|2|0.2
defensive|sad|3|0.2
defensive|sad|4|0.2
defensive|sarcastic|0|0.3
defensive|sarcastic|1|0.3
defensive|sarcastic|2|0.3
defensive|sarcastic|3|0.3
defensive|sarcastic|4|0.4
defensive|shocked|0|0.2
defensive|shocked|1|0.2
defensive|shocked|2|0.1
defensive|shocked|3|0.2
defensive|shocked|4|0.2
defensive|skeptical|0|0.6
defensive|skeptical|1|0.5
defensive|skeptical|2|0.5
defensive|skeptical|3|0.6
defensive|skeptical|4|0.6
defensive|surprised|0|0.2
defensive|surprised|1|0.2
defensive|surprised|2|0.2
defensive|surprised|3|0.2
defensive|surprised|4|0.2
defensive|sympathetic|0|0.3
defensive|sympathetic|1|0.2
defensive|sympathetic|2|0.2
defensive|sympathetic|3|0.2
defensive|sympathetic|4|0.2
defensive|thankful|0|0.1
defensive|thankful|1|0.1
defensive|thankful|2|0.1
defensive|thankful|3|0.1
defensive|thankful|4|0.1
defensive|uncertain|0|0.3
defensive|uncertain|1|0.3
defensive|uncertain|2|0.3
defensive|uncertain|3|0.3
defensive|uncertain|4|0.2
defensive|urgent|0|0.3
defensive|urgent|1|0.2
defensive|urgent|2|0.2
defensive|urgent|3|0.2
defensive|urgent|4|0.2
defensive|worried|0|0.5
defensive|worried|1|0.4
defensive|worried|2|0.3
defensive|worried|3|0.3
defensive|worried|4|0.4
descriptive|descriptive|0|1
descriptive|descriptive|1|1
descriptive|descriptive|2|1
descriptive|descriptive|3|1
descriptive|descriptive|4|1
descriptive|desperate|0|0.2
descriptive|desperate|1|0.2
descriptive|desperate|2|0.1
descriptive|desperate|3|0.2
descriptive|desperate|4|0.2
descriptive|disappointed|0|0.2
descriptive|disappointed|1|0.3
descriptive|disappointed|2|0.2
descriptive|disappointed|3|0.2
descriptive|disappointed|4|0.2
descriptive|encouraging|0|0.4
descriptive|encouraging|1|0.3
descriptive|encouraging|2|0.3
descriptive|encouraging|3|0.3
descriptive|encouraging|4|0.2
descriptive|excited|0|0.4
descriptive|excited|1|0.2
descriptive|excited|2|0.3
descriptive|excited|3|0.3
descriptive|excited|4|0.2
descriptive|friendly|0|0.3
descriptive|friendly|1|0.4
descriptive|friendly|2|0.3
descriptive|friendly|3|0.3
descriptive|friendly|4|0.3
descriptive|frustrated|0|0.2
descriptive|frustrated|1|0.3
descriptive|frustrated|2|0.2
descriptive|frustrated|3|0.2
descriptive|frustrated|4|0.2
descriptive|grateful|0|0.2
descriptive|grateful|1|0.2
descriptive|grateful|2|0.2
descriptive|grateful|3|0.1
